"subplot_id","year","speriod","shrub_bio_ttl","shrub_1hr","shrub_10hr","tree_cover_ttl","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"JP-ON-BC021","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC021","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC021","12","001",0,-4,-1,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC021","16","001",-22,-28,-24,0,0,0,0,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC023","06","001",0,0,0,3.9,3.9,0,0,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","07","001",-34,-23,-22,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","08","001",-40,-18,-22,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","09","001",-80,-35,-41,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","12","001",-108,-122,-105,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC023","16","001",-402,-271,-283,0,0,0,0,"JP","ON","B","CP","023","FI","1"
"JP-ON-BC024","06","001",0,0,0,21.7,21.7,0,0,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC024","16","001",-95,-52,-54,12.6,12.6,0,0,"JP","ON","B","CP","024","FI","3"
"JP-ON-BC025","06","001",0,0,0,22.2,22.2,0,0,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","07","001",-416,-164,-207,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","08","001",485,114,213,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","09","001",169,47,68,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","12","001",-488,-229,-279,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC025","16","001",-2607,-762,-1376,8.7,8.7,0,0,"JP","ON","B","CP","025","FI","3"
"JP-ON-BC027","06","001",0,0,0,13.4,13.4,0,0,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","08","001",-1,0,-1,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","12","001",-22,-17,-16,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC027","16","001",-141,-70,-84,0,0,0,0,"JP","ON","B","CP","027","FI","2"
"JP-ON-BC031","06","001",0,0,0,7.1,7.1,0,0,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","07","001",-11,-15,-13,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","08","001",-68,-26,-31,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","09","001",-199,-73,-92,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","12","001",-141,-122,-116,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC031","16","001",-664,-312,-383,0,0,0,0,"JP","ON","B","CP","031","FI","2"
"JP-ON-BC032","06","001",0,0,0,18,18,0,0,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","07","001",88,35,44,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","08","001",-13,-21,-13,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","09","001",84,26,38,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","12","001",-86,-227,-161,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC032","16","001",-780,-493,-534,9.7,9.7,0,0,"JP","ON","B","CP","032","FI","2"
"JP-ON-BC033","06","001",0,0,0,15.4,15.4,0,0,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","07","001",-160,-90,-93,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","08","001",-202,-50,-77,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","09","001",132,52,68,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","12","001",-292,-172,-181,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC033","16","001",-588,-304,-355,0,0,0,0,"JP","ON","B","CP","033","FI","2"
"JP-ON-BC035","06","001",0,0,0,18.1,18.1,0,0,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC035","16","001",0,0,0,1.7,1.7,0,0,"JP","ON","B","CP","035","FI","3"
"JP-ON-BC036","06","001",0,0,0,11.8,11.8,0,0,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2"
"JP-ON-BC036","16","001",0,0,0,0,0,0,0,"JP","ON","B","CP","036","FI","2"
"JP-ON-BCD01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP-ON-CC000","06","001",0,0,0,11.5,11.5,0,0,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","07","001",-4945,-1846,-2754,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","08","001",3973,1453,2172,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","09","001",-3998,-1658,-2308,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","12","001",-1749,-1232,-1326,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC000","16","001",-2463,-1140,-1462,15.9,15.9,0,0,"JP","ON","C","CP","000","CO","2"
"JP-ON-CC002","06","001",0,0,0,14.9,14.9,0,0,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","07","001",-555,-242,-298,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","08","001",-873,-241,-377,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","09","001",-563,-219,-284,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","12","001",298,228,227,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC002","16","001",-337,-211,-225,19.6,19.6,0,0,"JP","ON","C","CP","002","CO","2"
"JP-ON-CC004","06","001",0,0,0,24.8,24.8,0,0,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC004","16","001",0,0,0,30.3,30.3,0,0,"JP","ON","C","CP","004","CO","3"
"JP-ON-CC006","06","001",0,0,0,5.6,5.6,0,0,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","07","001",-1933,-1070,-1183,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","08","001",-2518,-893,-1210,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","09","001",-2962,-1114,-1484,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","12","001",-2157,-1072,-1244,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC006","16","001",-3141,-1411,-1764,11.5,11.5,0,0,"JP","ON","C","CP","006","CO","1"
"JP-ON-CC008","06","001",0,0,0,12.6,12.6,0,0,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","07","001",-2838,-1579,-1820,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","08","001",-7336,-2465,-3653,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","09","001",-2564,-1032,-1356,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","12","001",-2773,-1558,-1837,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC008","16","001",-4734,-2354,-2893,15.9,15.9,0,0,"JP","ON","C","CP","008","CO","2"
"JP-ON-CC012","06","001",0,0,0,9.5,9.5,0,0,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","07","001",-3955,-1240,-1938,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","08","001",-2987,-990,-1444,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","09","001",-1944,-998,-1192,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","12","001",-1611,-1136,-1191,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC012","16","001",-2591,-1213,-1525,12.5,12.5,0,0,"JP","ON","C","CP","012","CO","1"
"JP-ON-CC013","06","001",0,0,0,3.2,3.2,0,0,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","07","001",-1360,-658,-765,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","08","001",-1234,-492,-626,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","09","001",-888,-615,-638,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","12","001",-2179,-1296,-1439,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC013","16","001",-2111,-1756,-1687,18.4,18.4,0,0,"JP","ON","C","CP","013","CO","1"
"JP-ON-CC014","06","001",0,0,0,10,10,0,0,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","07","001",-4674,-2927,-3033,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","08","001",-4568,-2289,-2583,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","09","001",-1232,-752,-772,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","12","001",-1925,-1455,-1408,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC014","16","001",-2013,-1403,-1413,2.8,2.8,0,0,"JP","ON","C","CP","014","CO","1"
"JP-ON-CC020","06","001",0,0,0,23.9,23.9,0,0,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","07","001",-972,-349,-519,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","08","001",-1426,-332,-640,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","09","001",-1277,-299,-565,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","12","001",-288,-157,-177,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC020","16","001",-193,-41,-83,27.1,27.1,0,0,"JP","ON","C","CP","020","CO","2"
"JP-ON-CC024","06","001",0,0,0,13.8,13.8,0,0,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","07","001",-2435,-1011,-1274,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","08","001",-2462,-730,-1069,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","09","001",-1484,-744,-847,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","12","001",-1719,-1200,-1236,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC024","16","001",-3134,-1242,-1618,16.6,16.6,0,0,"JP","ON","C","CP","024","CO","1"
"JP-ON-CC027","06","001",0,0,0,11.1,11.1,0,0,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","07","001",-8485,-3507,-4652,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","08","001",-2834,-1321,-1637,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","09","001",-3018,-1122,-1570,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","12","001",1186,786,858,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC027","16","001",-1700,-712,-933,14.8,14.8,0,0,"JP","ON","C","CP","027","CO","2"
"JP-ON-CC028","06","001",0,0,0,17.7,17.7,0,0,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","07","001",-1234,-387,-552,NA,NA,NA,NA,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","08","001",-401,-140,-185,NA,NA,NA,NA,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","09","001",-969,-305,-425,NA,NA,NA,NA,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","12","001",-607,-301,-341,NA,NA,NA,NA,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC028","16","001",-866,-530,-562,18.1,18.1,0,0,"JP","ON","C","CP","028","CO","2"
"JP-ON-CC029","06","001",0,0,0,7.8,7.8,0,0,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","07","001",-6347,-2837,-3492,NA,NA,NA,NA,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","08","001",-4243,-1298,-1998,NA,NA,NA,NA,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","09","001",-6549,-2638,-3395,NA,NA,NA,NA,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","12","001",-2844,-1687,-1827,NA,NA,NA,NA,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC029","16","001",-2642,-1313,-1573,6.3,6.3,0,0,"JP","ON","C","CP","029","CO","1"
"JP-ON-CC030","06","001",0,0,0,18.4,18.4,0,0,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","07","001",-1230,-597,-701,NA,NA,NA,NA,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","08","001",-867,-426,-491,NA,NA,NA,NA,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","09","001",-1363,-610,-741,NA,NA,NA,NA,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","12","001",216,253,220,NA,NA,NA,NA,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC030","16","001",-1302,-591,-722,23.9,23.9,0,0,"JP","ON","C","CP","030","CO","3"
"JP-ON-CC033","06","001",0,0,0,15,15,0,0,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","07","001",-727,-420,-487,NA,NA,NA,NA,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","08","001",-1175,-345,-546,NA,NA,NA,NA,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","09","001",-1359,-502,-724,NA,NA,NA,NA,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","12","001",-460,-362,-368,NA,NA,NA,NA,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC033","16","001",-1169,-383,-634,17.7,17.7,0,0,"JP","ON","C","CP","033","CO","2"
"JP-ON-CC035","06","001",0,0,0,30.8,30.8,0,0,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","07","001",973,501,584,NA,NA,NA,NA,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","08","001",1209,342,511,NA,NA,NA,NA,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","09","001",-953,-353,-475,NA,NA,NA,NA,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","12","001",-448,-439,-413,NA,NA,NA,NA,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC035","16","001",-551,-452,-447,36.8,36.8,0,0,"JP","ON","C","CP","035","CO","3"
"JP-ON-CC037","06","001",0,0,0,28,28,0,0,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","07","001",509,149,236,NA,NA,NA,NA,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","08","001",601,140,258,NA,NA,NA,NA,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","09","001",-504,-120,-220,NA,NA,NA,NA,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","12","001",-290,-192,-210,NA,NA,NA,NA,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC037","16","001",-599,-183,-288,32.3,32.3,0,0,"JP","ON","C","CP","037","CO","3"
"JP-ON-CC038","06","001",0,0,0,12.2,12.2,0,0,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","07","001",-2588,-933,-1343,NA,NA,NA,NA,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","08","001",-4021,-949,-1679,NA,NA,NA,NA,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","09","001",-3217,-790,-1361,NA,NA,NA,NA,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","12","001",652,592,560,NA,NA,NA,NA,"JP","ON","C","CP","038","CO","2"
"JP-ON-CC038","16","001",-1894,-1645,-1615,15.4,15.4,0,0,"JP","ON","C","CP","038","CO","2"
"JP-ON-GC004","06","001",0,0,0,8.3,8.3,0,0,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","07","001",-1830,-591,-854,NA,NA,NA,NA,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","08","001",-1078,-322,-466,NA,NA,NA,NA,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","09","001",-1695,-400,-671,NA,NA,NA,NA,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","12","001",-386,-280,-271,NA,NA,NA,NA,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC004","16","001",-2259,-804,-1158,0.3,0.3,0,0,"JP","ON","G","CP","004","BM","1"
"JP-ON-GC005","06","001",0,0,0,5.3,5.3,0,0,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","07","001",-1774,-619,-871,NA,NA,NA,NA,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","08","001",-2219,-677,-1026,NA,NA,NA,NA,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","09","001",-2967,-922,-1408,NA,NA,NA,NA,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","12","001",-1977,-723,-1023,NA,NA,NA,NA,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC005","16","001",-2385,-1051,-1343,0.2,0.2,0,0,"JP","ON","G","CP","005","BM","1"
"JP-ON-GC006","06","001",0,0,0,7.7,7.7,0,0,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","07","001",-497,-227,-270,NA,NA,NA,NA,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","08","001",-518,-155,-218,NA,NA,NA,NA,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","09","001",-846,-265,-375,NA,NA,NA,NA,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC006","16","001",-786,-403,-459,0.2,0.2,0,0,"JP","ON","G","CP","006","BM","1"
"JP-ON-GC010","06","001",0,0,0,14.9,14.9,0,0,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","07","001",-1343,-384,-607,NA,NA,NA,NA,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","08","001",-1594,-389,-669,NA,NA,NA,NA,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","09","001",-1988,-469,-832,NA,NA,NA,NA,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC010","16","001",-2166,-694,-1060,0.2,0.2,0,0,"JP","ON","G","CP","010","BM","2"
"JP-ON-GC012","06","001",0,0,0,11,11,0,0,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","07","001",-3140,-1366,-1744,NA,NA,NA,NA,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","08","001",-3031,-1008,-1483,NA,NA,NA,NA,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","09","001",-3841,-1088,-1784,NA,NA,NA,NA,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","12","001",-2345,-1332,-1531,NA,NA,NA,NA,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC012","16","001",-4396,-1860,-2473,0.3,0.3,0,0,"JP","ON","G","CP","012","BM","1"
"JP-ON-GC013","06","001",0,0,0,6.6,6.6,0,0,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","07","001",-5038,-1350,-2338,NA,NA,NA,NA,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","08","001",-2919,-1143,-1435,NA,NA,NA,NA,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","09","001",-5313,-1471,-2469,NA,NA,NA,NA,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","12","001",-2602,-1317,-1552,NA,NA,NA,NA,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC013","16","001",-3698,-1934,-2218,0.5,0.5,0,0,"JP","ON","G","CP","013","BM","2"
"JP-ON-GC017","06","001",0,0,0,24.2,24.2,0,0,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","07","001",-227,-134,-145,NA,NA,NA,NA,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","08","001",-698,-171,-275,NA,NA,NA,NA,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","09","001",-1126,-403,-535,NA,NA,NA,NA,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","12","001",-1432,-679,-804,NA,NA,NA,NA,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC017","16","001",-2038,-1064,-1218,0.5,0.5,0,0,"JP","ON","G","CP","017","BM","3"
"JP-ON-GC018","06","001",0,0,0,17.2,17.2,0,0,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","07","001",-660,-493,-499,NA,NA,NA,NA,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","08","001",-1775,-532,-830,NA,NA,NA,NA,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","09","001",-2175,-719,-1069,NA,NA,NA,NA,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","10","001",0,0,0,NA,NA,NA,NA,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","12","001",-4710,-2084,-2584,NA,NA,NA,NA,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC018","16","001",-1534,-985,-1033,0.6,0.6,0,0,"JP","ON","G","CP","018","BM","2"
"JP-ON-GC019","06","001",0,0,0,19.8,19.8,0,0,"JP","ON","G","CP","019","BM","3"
