"subplot_id","year","speriod","shrub_bio_ttl_ARAR8","shrub_1hr_ARAR8","shrub_10hr_ARAR8","shrub_bio_ttl_ARTRV","shrub_1hr_ARTRV","shrub_10hr_ARTRV","shrub_bio_ttl_CEVE","shrub_1hr_CEVE","shrub_10hr_CEVE","shrub_bio_ttl_CHVI8","shrub_1hr_CHVI8","shrub_10hr_CHVI8","shrub_bio_ttl_ERNA10","shrub_1hr_ERNA10","shrub_10hr_ERNA10","shrub_bio_ttl_PUTR2","shrub_1hr_PUTR2","shrub_10hr_PUTR2","dwd_fuel_10h","dwd_fuel_100h","dwd_fuel_1000h_s","dwd_fuel_1000h_r","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","shrub_bulk_dns","shrub_bd_ARAR8","shrub_bd_ARTRV","shrub_bd_CEVE","shrub_bd_CHVI8","shrub_bd_ERNA10","shrub_bd_PUTR2","avg_grass_ht","tree_dns_ttl_CELE3","tree_dns_lt5_CELE3","tree_dns_5_50_CELE3","tree_dns_gt50_CELE3","tree_dns_ttl_JUOC","tree_dns_lt5_JUOC","tree_dns_5_50_JUOC","tree_dns_gt50_JUOC","tree_dns_ttl_PIPO","tree_dns_lt5_PIPO","tree_dns_5_50_PIPO","tree_dns_gt50_PIPO","shrub_dns_AMAL2","shrub_dns_ARAR8","shrub_dns_ARRI2","shrub_dns_ARTRT","shrub_dns_ARTRV","shrub_dns_ARTRW8","shrub_dns_CEVE","shrub_dns_CHVI8","shrub_dns_ERNA10","shrub_dns_ERSP7","shrub_dns_PREM","shrub_dns_PUTR2","shrub_dns_RICE","shrub_dns_RIVE","shrub_dns_SANIC6","shrub_dns_SYOR2","shrub_dns_TECA2","shrub_ht_avg_ARAR8","shrub_ht_avg_ARTRV","shrub_ht_avg_CEVE","shrub_ht_avg_CHVI8","shrub_ht_avg_ERNA10","shrub_ht_avg_PUTR2","grass_ht_avg","forb_ht_avg","fc_bare_gnd_fol_cvr","can_cover_ACHY","can_cover_ACLE9","can_cover_ACMI2","can_cover_ACOC3","can_cover_ACTH7","can_cover_AGCR","can_cover_AGGL","can_cover_AGGR","can_cover_AGHE2","can_cover_AGOSE","can_cover_ALAC4","can_cover_ALDE","can_cover_AMAL2","can_cover_AMTE3","can_cover_ANDI2","can_cover_ANGE3","can_cover_ANLU2","can_cover_ANMI3","can_cover_ANRO2","can_cover_APIN","can_cover_ARAR8","can_cover_ARCA7","can_cover_ARCO5","can_cover_ARCO9","can_cover_ARDR","can_cover_ARHO2","can_cover_ARPU","can_cover_ARSO2","can_cover_ARSP","can_cover_ARTR2","can_cover_ARTRT","can_cover_ARTRV","can_cover_ARTRW8","can_cover_ASCU4","can_cover_ASFI","can_cover_ASLE8","can_cover_ASPU9","can_cover_BASA3","can_cover_BLSC","can_cover_BR","can_cover_BRAR5","can_cover_BRBR5","can_cover_BRMA4","can_cover_BRTE","can_cover_CAAP4","can_cover_CADO2","can_cover_CAFI","can_cover_CAMA5","can_cover_CAPIP","can_cover_CARO5","can_cover_CATE26","can_cover_CELE3","can_cover_CEVE","can_cover_CHDO","can_cover_CHVI8","can_cover_CLGR","can_cover_CLPEP","can_cover_COGR4","can_cover_COLI2","can_cover_COMA25","can_cover_COPA3","can_cover_CRAC2","can_cover_CRAM3","can_cover_CRIN4","can_cover_CROC","can_cover_CRTO4","can_cover_CT","can_cover_CW","can_cover_D","can_cover_DEAN","can_cover_DENU2","can_cover_DESO2","can_cover_DF","can_cover_DG","can_cover_DOPU","can_cover_DRVE2","can_cover_DS","can_cover_DT","can_cover_EL","can_cover_ELEL5","can_cover_EPBR3","can_cover_ERCI6","can_cover_ERCO5","can_cover_EREL4","can_cover_ERFI2","can_cover_ERHE2","can_cover_ERLA6","can_cover_ERLI","can_cover_ERMI4","can_cover_ERNA10","can_cover_ERNU3","can_cover_EROV","can_cover_ERPO2","can_cover_ERPU2","can_cover_ERSP3","can_cover_ERSP4","can_cover_ERSP7","can_cover_ERST4","can_cover_ERUM","can_cover_ERVI5","can_cover_FEID","can_cover_FRAL2","can_cover_FRAT","can_cover_FRPU2","can_cover_FRSP","can_cover_GAAP2","can_cover_GARA","can_cover_GARA2","can_cover_GETR","can_cover_GUSA2","can_cover_HECO26","can_cover_HISC2","can_cover_HOUM","can_cover_HYCA4","can_cover_IPAGA3","can_cover_ISTI","can_cover_JUOC","can_cover_KOMA","can_cover_L","can_cover_LAGL5","can_cover_LAOC3","can_cover_LASE","can_cover_LC","can_cover_LECI4","can_cover_LIDA","can_cover_LIGL2","can_cover_LILE3","can_cover_LIPU11","can_cover_LIRU4","can_cover_LOMA3","can_cover_LONE","can_cover_LOTR2","can_cover_LUCA","can_cover_LULE2","can_cover_LULE3","can_cover_M","can_cover_MACA2","can_cover_MEAL6","can_cover_MEBU","can_cover_MESA","can_cover_MIGR","can_cover_MYST2","can_cover_NOTR2","can_cover_OPFR","can_cover_PABR","can_cover_PACA15","can_cover_PASM","can_cover_PESP","can_cover_PHCH","can_cover_PHHA","can_cover_PHHO","can_cover_PHLI","can_cover_PHLO2","can_cover_PIPO","can_cover_PLMA4","can_cover_POBU","can_cover_PODO4","can_cover_POMI","can_cover_POPR","can_cover_POPRP2","can_cover_POSE","can_cover_PREM","can_cover_PRVI","can_cover_PSSP6","can_cover_PUTR2","can_cover_R","can_cover_RICE","can_cover_RIVE","can_cover_S","can_cover_SANIC6","can_cover_SEIN2","can_cover_SIAL2","can_cover_SIDO","can_cover_SIOR","can_cover_SPCR","can_cover_SYOR2","can_cover_TACA8","can_cover_TECA2","can_cover_THIN6","can_cover_TRDU","can_cover_TRMA3","can_cover_UKCUJ01","can_cover_UKDJ01","can_cover_UKFJ5","can_cover_UKGW1","can_cover_UKHU#","can_cover_UKHUJ15","can_cover_VEDU","can_cover_VIBA2","can_cover_VIPU4","can_cover_VUMI","can_cover_VUOC","can_cover_W","can_cover_WYAN","can_cover_WYMO","can_cover_ZIPA2","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_PIPO","fol_cover_pt_tree","fol_cover_pt_shrub","fol_cover_pt_pgrass","fol_cover_pt_pforb","fol_cover_pt_agrass","fol_cover_pt_aforb","fol_cover_pt_grass","fol_cover_pt_forb","litter_cover","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase","p_elevation"
"WJ-BC-CC012","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,285,NA,NA,NA,NA,NA,NA,NA,15.75,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,27.8,6,21.3,0,0,1.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.3,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,37.3,0,2.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,26.3,0,50,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,25.3,0.3,1,0,0,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,1.7,0,0,0,NA,NA,NA,NA,17,0.3,34,3.3,14,3.7,0,0,50.7,NA,NA,NA,"WJ","BC","C","CP","012","CO","2",871
"WJ-BC-CC013","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,993,0,0,112,125,53,NA,0,0,0,0,0,0,0,13.0625,0,0,0,0,1005,0,722,283,0,0,0,0,0,0,0,0,56,0,0,5948,0,0,0,1852,0,0,0,0,0,0,0,0,0,0,80.1,15.9,10.3,11.3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.7,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22,0,8.3,4.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32.7,0,62,0,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16.3,7.7,2.3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0,0,0,19.6,0,19.6,0,18.7,10,22.7,1,11.3,14.3,0,0,62.3,7668,NA,7668,"WJ","BC","C","CP","013","CO","2",871
"WJ-BC-CC014","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,662,0,0,141,157,117,NA,0,0,0,0,0,0,0,17.3125,0,0,0,0,1394,0,889,505,0,0,0,0,0,0,0,0,56,0,0,730,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,34,5.6,8.7,0,0,0,0,1.7,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1.3,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,33.7,0,52.3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,27.3,1,1.7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6.3,0.3,0,0,0,30.5,0,30.5,0,27,1,38.3,0.7,12.7,4.3,0,0,52.7,15705,NA,15705,"WJ","BC","C","CP","014","CO","2",871
"WJ-BC-CC015","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,331,0,0,899,912,269,NA,0,0,0,0,0,0,0,29.125,0,0,0,0,505,0,111,394,0,0,0,0,0,0,0,0,2974,0,0,56,0,0,0,0,0,0,0,0,0,0,101.5,0,0,0,0,47.8,10.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,13.7,0,0,0.3,0,0,0,0,0,0,0,0,23.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,0,2.7,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,7,0,58.3,0,0,0,13.3,0,0,0,0,0,0,0.7,0.3,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,58.3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.7,0.7,0,0,0,2.6,0,2.6,0,3,13.3,66,1.7,29.7,4.7,0,0,59,639,NA,639,"WJ","BC","C","CP","015","CO","1",871
"WJ-BC-CC020","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,1323,987,0,165,251,157,NA,0,0,0,0,0,0,0,17.125,0,0,0,0,323,0,111,212,0,0,0,0,0,0,0,0,0,0,0,1459,0,168,0,1235,0,0,0,0,0,0,0,0,30.2,0,0,32.4,5.9,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,3.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,53.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,27,8.3,17.3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17.5,0,17.5,0,12.3,8.7,38.7,0,9.3,8.3,0,0,53.7,7939,NA,7939,"WJ","BC","C","CP","020","CO","1",871
"WJ-BC-CC020","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,400,NA,NA,NA,NA,NA,NA,NA,21.375,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,34.5,9.4,19,0,0,1.3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,22.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0.7,0,0,4,0,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,0,19,0,46,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.3,0,0,36.7,10.7,31.7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,NA,NA,NA,NA,10.7,8.3,55.3,3,8,4.7,0,0,47.7,NA,NA,NA,"WJ","BC","C","CP","020","CO","1",871
"WJ-BC-CC022","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,882,0,0,219,107,107,NA,0,0,0,0,0,0,0,14.875,0,0,0,0,343,0,222,121,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,22.1,7.6,21.3,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,11.3,0,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6.3,2.3,11,0,0,79.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0,0,9.7,0,9.7,0,6.3,3,18.3,1,25.3,7.7,0,0,56,1922,NA,1922,"WJ","BC","C","CP","022","CO","1",871
"WJ-BC-CC024","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,662,0,0,112,136,168,NA,0,0,0,0,0,0,0,15.6875,0,0,0,0,454,0,222,232,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,25.6,5.8,9,0,0,0,0,1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,20.7,0,55,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,28.7,0.7,2.7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,18.2,0,18.2,0,13.3,1,39,0.7,9.3,6,0,0,55,10127,NA,10127,"WJ","BC","C","CP","024","CO","2",871
"WJ-BC-CC025","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,4301,0,0,171,299,112,NA,0,0,0,0,0,0,0,19.8125,0,0,0,0,2066,1778,56,232,0,0,0,0,0,0,0,0,168,0,0,56,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,33.9,5.8,14,0,0,1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,3.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,2.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.3,0,39,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,1.3,4.7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.7,0,0,0,10.8,0,10.8,0,8.7,1.3,39,1.3,5,4,0,0,39.7,3340,NA,3340,"WJ","BC","C","CP","025","CO","1",871
"WJ-BC-CC026","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,3639,0,0,149,91,93,NA,0,0,0,0,0,0,0,17.625,0,0,0,0,414,0,0,414,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,28.9,7.3,5.3,0,0,0.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0,1.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,22.3,0,70.7,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32.3,10.3,3,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0.7,0,0,0,16.2,0,16.2,0,15.7,10,37.3,1.7,20,5,0,0,71,10248,NA,10248,"WJ","BC","C","CP","026","CO","1",871
"WJ-BC-CC026","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,480,NA,NA,NA,NA,NA,NA,NA,17.9375,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,31.6,11.3,6.7,0,0,0.3,0,0.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0.7,38.3,0,0.7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,2.7,0,0,0,22.3,0,68,0,0,0,3,0,0,0,0,0,0,0,0.3,0,0,0,0,23.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0,46.3,13,2,0,0,57.7,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2.3,0,0,0,NA,NA,NA,NA,16.7,9.7,49,3.7,26.7,6.3,0,0,68.3,NA,NA,NA,"WJ","BC","C","CP","026","CO","1",871
"WJ-BC-CC028","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,662,0,0,544,539,85,NA,0,0,0,0,0,0,0,26.375,0,0,0,0,929,0,444,485,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,11.4,5,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4.7,0,0,0,0,0,0,0,0,0.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7,0,8.3,12,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18.3,0,49.3,0,0,0,23,0,0,0,0,0,0,0.7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3,0,0,0,9.6,0,9.6,0,10.3,5.3,58,1.3,8.3,14,0,0,50.3,8320,NA,8320,"WJ","BC","C","CP","028","CO","1",871
"WJ-BC-MC001","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13347,10918,53708,0,475,797,336,NA,0,0,0,0,0,0,0,20.1875,0,0,0,0,490,0,278,212,0,0,0,0,0,0,0,0,393,0,0,5163,0,281,0,337,0,0,0,0,0,0,0,0,24.2,0,0,29.5,12.4,10.3,0,0,1.3,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,15.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0.3,0,0,0,0,2.3,22.7,0,1,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,58.7,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,39,4,4.7,0,0,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1.1,0,1.1,0,0.7,7.3,47,6.3,16,1.7,0,0,59,36,8,44,"WJ","BC","M","CP","001","ME","3",865
"WJ-BC-MC002","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8399,14888,48024,0,184,125,117,NA,0,0,0,0,0,0,0,15.4375,0,0,0,0,424,0,111,313,0,0,0,0,0,0,0,0,224,0,0,11167,0,0,0,168,0,0,0,0,0,0,0,0,25.1,0,0,23.1,7.8,13.7,0,0,2,0,0.7,0,0.3,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0,0,0,1.3,0,0,0,25.7,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,20.7,0.3,0,0,0,0,6.3,20,0,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,2.3,0,63.7,0,0,0,1.3,0,0,0,0,0,0,0,0.3,0,0,0,0,12.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,20,3,5.3,0,0,73,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,1.3,0,0,0,1.7,0,1.7,0,1,9.7,27.3,7.3,26,2,0,0,65,NA,715,715,"WJ","BC","M","CP","002","ME","3",865
"WJ-BC-MC002","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,1662,NA,NA,NA,NA,NA,NA,NA,20.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,29.9,12.7,18,0,0,2,0,2,0,0.3,0,0,0,0,0.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7,0,0,0,0,0.3,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,4,2,0,0,0,0.7,11,0,0,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,7,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,1.3,0,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,5,8.3,0,0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,0,0,NA,NA,NA,NA,1.3,12.3,29.3,12,25.3,1,0,0,55.7,NA,NA,NA,"WJ","BC","M","CP","002","ME","3",865
